source,target,weight
72,31,136.0
72,1,4.0
72,11,15.0
72,29,17.0
72,20,3.0
72,32,25.0
72,0,37.0
72,10,2.0
72,34,4.0
72,28,3.0
72,30,18.0
72,46,44.0
72,62,14.0
72,6,8.0
72,74,2.0
72,37,1.0
72,13,6.0
72,17,1.0
20,0,420.0
20,29,16.0
20,30,4.0
20,31,3.0
20,17,4.0
20,32,4.0
20,46,154.0
20,34,46.0
20,19,48.0
20,10,10.0
20,6,20.0
20,47,19.0
20,77,1.0
20,63,2.0
0,20,973.0
0,29,24.0
0,30,34.0
0,17,100.0
0,1,4.0
0,32,41.0
0,31,320.0
0,10,136.0
0,11,12.0
0,37,35.0
0,62,228.0
0,25,2.0
0,72,13.0
0,63,99.0
0,6,63.0
0,46,455.0
0,69,20.0
0,34,222.0
0,77,686.0
0,4,378.0
0,5,5.0
0,8,75.0
0,3,237.0
0,19,62.0
0,47,32.0
0,79,120.0
0,78,12.0
62,0,207.0
62,25,4.0
62,11,8.0
62,32,28.0
62,31,156.0
62,29,4.0
62,6,20.0
62,63,1.0
62,72,5.0
62,46,1.0
62,30,2.0
62,17,2.0
62,69,2.0
62,61,1.0
62,20,8.0
31,0,220.0
31,29,34.0
31,11,27.0
31,28,5.0
31,6,7.0
31,30,25.0
31,72,79.0
31,32,91.0
31,20,4.0
31,46,46.0
31,34,10.0
31,62,109.0
31,35,2.0
31,74,9.0
31,69,2.0
31,1,4.0
31,73,5.0
31,17,2.0
31,37,8.0
31,61,6.0
31,16,1.0
31,25,6.0
6,62,16.0
6,0,31.0
6,31,7.0
6,30,2.0
6,72,4.0
6,32,1.0
6,29,2.0
6,46,17.0
6,34,10.0
6,20,20.0
6,10,5.0
6,19,2.0
6,77,2.0
6,4,6.0
32,34,1.0
32,73,1.0
32,31,50.0
32,0,15.0
32,72,14.0
32,20,2.0
32,62,1.0
32,61,3.0
32,30,10.0
32,22,14.0
32,17,5.0
32,16,2.0
32,29,2.0
32,25,4.0
32,46,2.0
17,0,38.0
17,32,3.0
17,31,4.0
17,72,5.0
17,29,4.0
17,37,2.0
17,61,1.0
17,63,6.0
17,46,7.0
17,20,5.0
17,19,3.0
17,3,12.0
17,8,4.0
17,79,4.0
17,10,3.0
17,4,4.0
17,77,14.0
17,101,4.0
46,32,1.0
46,29,2.0
46,31,15.0
46,30,3.0
46,0,342.0
46,17,4.0
46,4,54.0
46,1,2.0
46,34,92.0
46,5,5.0
46,6,27.0
46,106,2.0
46,20,268.0
46,19,54.0
46,47,35.0
46,63,5.0
46,10,8.0
46,77,162.0
46,8,28.0
46,3,179.0
46,79,28.0
46,78,9.0
46,12,2.0
46,104,3.0
46,88,1.0
46,103,5.0
46,105,1.0
46,81,2.0
61,32,1.0
61,31,1.0
61,0,1.0
61,11,1.0
4,46,40.0
4,69,4.0
4,0,227.0
4,31,33.0
4,10,196.0
4,6,7.0
4,8,105.0
4,63,125.0
4,79,124.0
4,3,174.0
4,77,119.0
4,78,67.0
4,17,6.0
4,45,4.0
4,20,3.0
4,12,1.0
4,88,3.0
4,81,1.0
34,0,67.0
34,20,49.0
34,46,42.0
34,17,3.0
34,47,6.0
34,6,4.0
34,19,14.0
10,46,7.0
10,31,4.0
10,0,35.0
10,17,11.0
10,20,22.0
10,19,10.0
10,63,43.0
10,3,21.0
10,77,22.0
10,4,273.0
10,6,2.0
10,79,4.0
10,78,8.0
10,8,4.0
5,3,2.0
5,4,1.0
47,20,30.0
47,0,20.0
47,46,25.0
47,34,6.0
47,6,1.0
47,19,11.0
19,46,28.0
19,20,70.0
19,0,43.0
19,34,12.0
19,17,3.0
19,6,4.0
77,0,452.0
77,31,28.0
77,39,1.0
77,40,2.0
77,28,3.0
77,78,21.0
77,63,33.0
77,3,382.0
77,8,79.0
77,10,33.0
77,17,5.0
77,79,135.0
77,4,216.0
77,6,3.0
77,46,202.0
77,23,6.0
77,12,1.0
77,5,4.0
77,69,2.0
63,77,38.0
63,0,77.0
63,3,35.0
63,4,141.0
63,78,1.0
63,17,5.0
63,8,41.0
63,31,10.0
63,10,23.0
63,72,6.0
63,46,1.0
63,79,1.0
79,0,96.0
79,77,109.0
79,4,66.0
79,3,50.0
79,78,15.0
79,46,18.0
79,17,8.0
79,8,12.0
79,45,1.0
79,63,24.0
79,10,7.0
79,69,1.0
79,31,7.0
78,0,20.0
78,3,8.0
78,77,24.0
78,4,25.0
78,79,15.0
78,63,2.0
78,10,2.0
78,46,3.0
8,0,6.0
8,77,40.0
8,3,22.0
8,79,7.0
8,78,3.0
8,63,5.0
8,4,14.0
8,10,7.0
8,46,8.0
8,31,6.0
3,0,163.0
3,77,241.0
3,4,130.0
3,46,173.0
3,79,99.0
3,8,73.0
3,10,4.0
3,78,33.0
3,31,31.0
3,17,3.0
3,101,3.0
3,1,1.0
3,103,5.0
3,104,4.0
3,105,3.0
3,69,6.0
3,39,1.0
3,40,1.0
3,88,1.0
3,81,1.0
3,6,4.0
101,79,1.0
101,3,2.0
101,4,2.0
104,46,4.0
104,3,3.0
88,46,2.0
88,4,2.0
88,3,1.0
103,4,2.0
103,77,2.0
45,3,2.0
45,46,1.0
81,0,1.0
81,3,3.0
