source,target,weight
20,72,3.0
20,0,105.0
20,17,1.0
20,46,27.0
20,10,6.0
20,6,3.0
20,34,16.0
20,47,2.0
20,19,7.0
20,4,1.0
20,3,1.0
0,20,98.0
0,72,4.0
0,62,47.0
0,31,106.0
0,32,16.0
0,11,14.0
0,33,1.0
0,69,9.0
0,30,6.0
0,17,33.0
0,46,67.0
0,25,1.0
0,74,9.0
0,4,66.0
0,61,7.0
0,1,2.0
0,34,16.0
0,10,9.0
0,13,2.0
0,6,8.0
0,22,1.0
0,28,2.0
0,106,1.0
0,5,39.0
0,7,2.0
0,47,6.0
0,19,6.0
0,77,82.0
0,79,15.0
0,63,13.0
0,78,3.0
0,8,5.0
0,3,71.0
0,81,1.0
72,20,2.0
72,0,7.0
72,6,4.0
72,31,23.0
72,62,1.0
72,32,4.0
72,17,2.0
72,4,2.0
72,3,2.0
72,79,1.0
62,72,6.0
62,0,42.0
62,6,5.0
62,31,26.0
62,32,8.0
62,33,1.0
31,0,98.0
31,62,25.0
31,72,28.0
31,32,36.0
31,17,5.0
31,61,2.0
31,46,3.0
31,30,5.0
31,74,1.0
31,69,2.0
31,1,9.0
31,11,10.0
31,34,3.0
31,6,1.0
31,77,3.0
31,3,24.0
31,4,46.0
31,79,3.0
31,8,3.0
31,102,1.0
6,62,5.0
6,0,8.0
6,31,2.0
6,72,1.0
6,11,4.0
6,20,5.0
6,46,4.0
6,47,1.0
6,34,1.0
6,19,2.0
6,4,2.0
32,31,40.0
32,72,1.0
32,46,2.0
32,0,12.0
32,62,5.0
32,11,5.0
32,17,2.0
32,69,1.0
32,4,1.0
17,62,1.0
17,0,36.0
17,31,7.0
17,32,3.0
17,69,1.0
17,46,5.0
17,11,2.0
17,74,1.0
17,1,1.0
17,85,1.0
17,34,1.0
17,20,1.0
17,10,1.0
17,79,2.0
17,77,1.0
17,4,3.0
17,63,1.0
17,3,2.0
46,72,1.0
46,31,5.0
46,17,7.0
46,30,5.0
46,26,1.0
46,0,78.0
46,74,7.0
46,4,13.0
46,69,15.0
46,25,2.0
46,16,2.0
46,28,1.0
46,1,2.0
46,11,1.0
46,61,4.0
46,34,5.0
46,20,31.0
46,6,3.0
46,47,4.0
46,19,3.0
46,10,1.0
46,77,28.0
46,79,8.0
46,78,1.0
46,3,40.0
46,8,4.0
46,104,2.0
46,88,1.0
61,17,2.0
61,0,8.0
61,46,3.0
61,5,4.0
11,62,4.0
11,33,2.0
11,6,3.0
11,0,13.0
11,17,3.0
11,46,2.0
11,1,3.0
11,31,8.0
11,13,2.0
33,0,3.0
33,11,1.0
69,32,2.0
69,0,8.0
69,31,2.0
69,46,11.0
69,74,1.0
69,28,1.0
69,17,1.0
69,4,3.0
69,77,6.0
69,3,5.0
69,8,2.0
30,31,3.0
30,69,1.0
30,0,7.0
30,46,4.0
30,34,1.0
74,46,10.0
74,17,1.0
74,69,1.0
74,4,1.0
74,0,4.0
74,31,1.0
74,106,1.0
74,5,11.0
74,10,3.0
26,74,1.0
4,46,11.0
4,69,6.0
4,16,1.0
4,74,1.0
4,0,63.0
4,10,45.0
4,77,42.0
4,79,16.0
4,6,2.0
4,63,20.0
4,8,17.0
4,17,2.0
4,78,3.0
4,20,1.0
4,3,53.0
4,31,43.0
4,28,1.0
4,34,1.0
25,74,2.0
25,46,1.0
16,74,1.0
16,4,1.0
16,46,1.0
16,5,1.0
28,4,1.0
28,46,2.0
28,0,1.0
28,5,1.0
28,3,1.0
28,8,1.0
1,46,2.0
1,0,3.0
1,31,7.0
1,17,2.0
1,34,2.0
1,11,2.0
34,0,16.0
34,31,3.0
34,46,9.0
34,20,13.0
34,19,3.0
34,6,3.0
10,0,16.0
10,74,1.0
10,5,1.0
10,6,2.0
10,20,6.0
10,77,6.0
10,4,36.0
10,46,1.0
10,79,3.0
10,63,3.0
10,8,1.0
13,31,1.0
13,0,1.0
13,1,1.0
13,6,1.0
22,0,1.0
85,17,1.0
106,46,2.0
5,0,40.0
5,74,8.0
5,61,4.0
5,46,4.0
5,10,1.0
5,20,1.0
7,16,1.0
7,0,1.0
47,46,9.0
47,20,3.0
47,0,1.0
19,46,4.0
19,0,6.0
19,20,9.0
19,17,1.0
19,34,1.0
77,0,73.0
77,63,7.0
77,10,4.0
77,4,53.0
77,79,22.0
77,78,6.0
77,8,12.0
77,17,3.0
77,46,29.0
77,3,72.0
77,31,2.0
77,69,4.0
63,77,6.0
63,0,15.0
63,79,4.0
63,10,4.0
63,4,17.0
63,46,1.0
63,8,1.0
63,17,2.0
79,63,1.0
79,0,16.0
79,4,11.0
79,77,26.0
79,78,5.0
79,10,1.0
79,46,4.0
79,101,1.0
79,3,14.0
79,8,2.0
79,31,2.0
78,63,1.0
78,4,6.0
78,10,1.0
78,0,2.0
78,79,3.0
78,77,3.0
78,46,2.0
8,63,4.0
8,0,11.0
8,4,15.0
8,46,5.0
8,77,8.0
8,79,1.0
8,3,20.0
8,31,3.0
8,28,2.0
3,46,45.0
3,77,76.0
3,4,50.0
3,17,2.0
3,79,5.0
3,103,1.0
3,0,73.0
3,8,21.0
3,5,1.0
3,45,1.0
3,31,24.0
3,72,5.0
3,20,1.0
3,69,2.0
101,3,1.0
104,46,2.0
88,3,1.0
103,46,1.0
45,46,1.0
81,46,1.0
102,17,1.0
