source,target,weight
20,72,3.0
20,0,59.0
20,17,1.0
20,46,27.0
20,10,1.0
20,6,3.0
20,34,10.0
20,47,2.0
20,19,5.0
20,4,1.0
0,20,57.0
0,72,3.0
0,62,39.0
0,31,36.0
0,17,10.0
0,46,46.0
0,4,35.0
0,34,10.0
0,10,5.0
0,6,7.0
0,47,6.0
0,19,1.0
0,77,69.0
0,79,13.0
0,63,13.0
0,78,3.0
0,8,1.0
0,3,11.0
72,20,2.0
72,0,6.0
72,6,4.0
72,31,20.0
72,62,1.0
72,32,2.0
72,17,2.0
62,72,6.0
62,0,34.0
62,6,5.0
62,31,23.0
31,0,37.0
31,62,22.0
31,72,23.0
31,32,3.0
31,17,1.0
6,62,5.0
6,0,6.0
6,31,2.0
6,72,1.0
6,20,5.0
6,46,4.0
6,47,1.0
6,4,2.0
32,31,4.0
32,72,1.0
17,62,1.0
17,0,10.0
17,31,1.0
17,34,1.0
17,10,1.0
17,79,2.0
17,77,1.0
17,4,1.0
17,63,1.0
46,0,50.0
46,4,8.0
46,34,4.0
46,20,31.0
46,6,2.0
46,47,4.0
46,19,3.0
46,10,1.0
46,77,23.0
46,79,4.0
46,78,1.0
46,3,17.0
46,8,2.0
46,104,2.0
46,88,1.0
4,46,4.0
4,0,34.0
4,10,45.0
4,77,24.0
4,79,11.0
4,6,2.0
4,63,19.0
4,8,1.0
4,17,1.0
4,78,3.0
4,20,1.0
4,3,3.0
34,0,5.0
34,46,8.0
34,20,9.0
34,19,2.0
34,6,1.0
10,0,11.0
10,6,2.0
10,77,6.0
10,4,36.0
10,46,1.0
10,79,3.0
10,63,3.0
10,8,1.0
47,46,9.0
47,20,3.0
47,0,1.0
19,46,3.0
19,0,5.0
19,20,3.0
77,0,67.0
77,63,7.0
77,10,4.0
77,4,29.0
77,79,22.0
77,78,6.0
77,8,10.0
77,17,1.0
77,46,22.0
77,3,20.0
63,77,6.0
63,0,15.0
63,79,4.0
63,10,4.0
63,4,16.0
63,46,1.0
63,8,1.0
63,17,2.0
79,63,1.0
79,0,14.0
79,4,10.0
79,77,25.0
79,78,5.0
79,10,1.0
79,46,4.0
79,101,1.0
79,3,2.0
78,63,1.0
78,4,6.0
78,10,1.0
78,0,2.0
78,79,3.0
78,77,3.0
78,46,2.0
8,63,4.0
8,0,3.0
8,4,1.0
8,46,3.0
8,77,6.0
3,46,16.0
3,77,24.0
3,4,3.0
3,17,1.0
3,79,1.0
3,103,1.0
3,0,8.0
3,8,1.0
101,3,1.0
104,46,2.0
88,3,1.0
103,46,1.0
